alpha_id,alpha_name,source_file,mode,family_or_cluster,status,raw_net_R,cost_adjusted_R,estimated_cost_R,trade_count,winrate,ic_score,oos_R,walk_forward_status,holdout_status,contaminated,failure_reason,primary_loss_bucket,symbol_concentration,regime_available,session_available,spread_available,volume_available,baseline_compared,baseline_dominance_status,classification,rescue_action,inversion_priority,segment_rescue_priority,cost_rescue_priority,retest_priority,recommended_next_experiment,confidence,notes
fs_ic_ret_4h_rank_12h_long,ret_4h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29912,,0.014866,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.05 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.05 [orientation flipped: inverted]"
fs_ic_reversal_4h_zscore_12h_long,reversal_4h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,mean_reversion,WATCH,,,0.062,29912,,0.014866,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.05",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.05"
fs_ic_volume_zscore_1h_long,volume_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,volume,WATCH,,,0.062,29915,,0.012534,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.05 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.05 [orientation flipped: inverted]"
fs_ic_range_zscore_4h_long,range_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,volatility,WATCH,,,0.062,29919,,0.011462,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.04",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.04"
fs_ic_compression_expansion_24h_agnostic,compression_expansion,reports/ALPHA_INVENTORY_FULL.csv,SCALP,regime,WATCH,,,0.062,29893,,-0.010988,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.04",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.04"
fs_ic_ret_4h_rank_24h_long,ret_4h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29900,,0.010873,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.04 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.04 [orientation flipped: inverted]"
fs_ic_reversal_4h_zscore_24h_long,reversal_4h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,mean_reversion,WATCH,,,0.062,29900,,0.010873,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.04",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.04"
fs_ic_ret_1h_rank_12h_long,ret_1h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29914,,0.009708,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.03 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.03 [orientation flipped: inverted]"
fs_ic_reversal_1h_zscore_12h_long,reversal_1h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,mean_reversion,WATCH,,,0.062,29914,,0.009708,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.03",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.03"
fs_ic_range_zscore_1h_long,range_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,volatility,WATCH,,,0.062,29921,,0.007651,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.03",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.03"
fs_ic_ret_1h_rank_24h_long,ret_1h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP,momentum,WATCH,,,0.062,29902,,0.006216,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.02 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.02 [orientation flipped: inverted]"
fs_ic_reversal_1h_zscore_24h_long,reversal_1h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP,mean_reversion,WATCH,,,0.062,29902,,0.006216,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.02",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.02"
fs_ic_compression_expansion_1h_agnostic,compression_expansion,reports/ALPHA_INVENTORY_FULL.csv,SCALP,regime,WATCH,,,0.062,29915,,-0.005052,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.02",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.02"
fs_ic_breakout_n_high_4h_long,breakout_n_high,reports/ALPHA_INVENTORY_FULL.csv,SCALP,breakout,WATCH,,,0.062,29913,,0.005003,,UNKNOWN,NOT_RUN,False,"weak signal, IC_IR=0.02 [orientation flipped: inverted]",,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Re-run with completed simulation pipeline,0,0,0,3,,LOW,"weak signal, IC_IR=0.02 [orientation flipped: inverted]"
fs_ic_breakout_n_high_1h_long,breakout_n_high,reports/ALPHA_INVENTORY_FULL.csv,SCALP,breakout,FAIL,,,0.062,29915,,0.004365,,UNKNOWN,NOT_RUN,False,near-zero IC,,UNKNOWN,False,False,False,False,False,UNKNOWN,NOISE_NEAR_ZERO,Not useful. Drop from active research.,0,0,0,0,,HIGH,near-zero IC
fs_ic_compression_expansion_12h_agnostic,compression_expansion,reports/ALPHA_INVENTORY_FULL.csv,SCALP,regime,FAIL,,,0.062,29905,,-0.004098,,UNKNOWN,NOT_RUN,False,near-zero IC,,UNKNOWN,False,False,False,False,False,UNKNOWN,NOISE_NEAR_ZERO,Not useful. Drop from active research.,0,0,0,0,,HIGH,near-zero IC
fs_ic_compression_expansion_4h_agnostic,compression_expansion,reports/ALPHA_INVENTORY_FULL.csv,SCALP,regime,FAIL,,,0.062,29913,,-0.002975,,UNKNOWN,NOT_RUN,False,near-zero IC,,UNKNOWN,False,False,False,False,False,UNKNOWN,NOISE_NEAR_ZERO,Not useful. Drop from active research.,0,0,0,0,,HIGH,near-zero IC
fs_proxy_range_zscore_SWING_PROXY_1H_long,range_zscore,reports/ALPHA_INVENTORY_FULL.csv,SWING_PROXY_1H,volatility,REJECT,-0.129277,,0.062,27491,0.4287,,,UNKNOWN,NOT_RUN,False,negative total R (-3553.96),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (range_zscore). Run on central simulation.,0,0,0,2,,LOW,negative total R (-3553.96)
fs_proxy_volume_zscore_SWING_PROXY_1H_long,volume_zscore,reports/ALPHA_INVENTORY_FULL.csv,SWING_PROXY_1H,volume,REJECT,-0.14495,,0.062,27564,0.4184,,,UNKNOWN,NOT_RUN,False,negative total R (-3995.39),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (volume_zscore). Run on central simulation.,0,0,0,2,,LOW,negative total R (-3995.39)
fs_proxy_ret_24h_rank_SWING_PROXY_1H_long,ret_24h_rank,reports/ALPHA_INVENTORY_FULL.csv,SWING_PROXY_1H,momentum,REJECT,-0.109225,,0.062,40560,0.4294,,,UNKNOWN,NOT_RUN,False,negative total R (-4430.16),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (ret_24h_rank). Run on central simulation.,0,0,0,2,,LOW,negative total R (-4430.16)
fs_proxy_trend_pullback_ema_SWING_PROXY_1H_long,trend_pullback_ema,reports/ALPHA_INVENTORY_FULL.csv,SWING_PROXY_1H,trend,REJECT,-0.111242,,0.062,41465,0.4252,,,UNKNOWN,NOT_RUN,False,negative total R (-4612.63),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (trend_pullback_ema). Run on central simulation.,0,0,0,2,,LOW,negative total R (-4612.63)
fs_proxy_ret_12h_rank_SWING_PROXY_1H_long,ret_12h_rank,reports/ALPHA_INVENTORY_FULL.csv,SWING_PROXY_1H,momentum,REJECT,-0.114487,,0.062,44512,0.4283,,,UNKNOWN,NOT_RUN,False,negative total R (-5096.06),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (ret_12h_rank). Run on central simulation.,0,0,0,2,,LOW,negative total R (-5096.06)
fs_proxy_breakout_n_high_SWING_PROXY_1H_long,breakout_n_high,reports/ALPHA_INVENTORY_FULL.csv,SWING_PROXY_1H,breakout,REJECT,-0.122068,,0.062,43749,0.4275,,,UNKNOWN,NOT_RUN,False,negative total R (-5340.34),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (breakout_n_high). Run on central simulation.,0,0,0,2,,LOW,negative total R (-5340.34)
fs_proxy_ret_4h_rank_SWING_PROXY_1H_long,ret_4h_rank,reports/ALPHA_INVENTORY_FULL.csv,SWING_PROXY_1H,momentum,REJECT,-0.108348,,0.062,50502,0.4295,,,UNKNOWN,NOT_RUN,False,negative total R (-5471.79),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (ret_4h_rank). Run on central simulation.,0,0,0,2,,LOW,negative total R (-5471.79)
fs_proxy_breakdown_n_low_SWING_PROXY_1H_short,breakdown_n_low,reports/ALPHA_INVENTORY_FULL.csv,SWING_PROXY_1H,breakout,REJECT,-0.128103,,0.062,43500,0.4321,,,UNKNOWN,NOT_RUN,False,negative total R (-5572.46),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (breakdown_n_low). Run on central simulation.,0,0,0,2,,LOW,negative total R (-5572.46)
fs_proxy_ret_1h_rank_SWING_PROXY_1H_long,ret_1h_rank,reports/ALPHA_INVENTORY_FULL.csv,SWING_PROXY_1H,momentum,REJECT,-0.111052,,0.062,53822,0.4295,,,UNKNOWN,NOT_RUN,False,negative total R (-5977.05),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (ret_1h_rank). Run on central simulation.,0,0,0,2,,LOW,negative total R (-5977.05)
fs_proxy_reversal_4h_zscore_SWING_PROXY_1H_long,reversal_4h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SWING_PROXY_1H,mean_reversion,REJECT,-0.117763,,0.062,50765,0.4314,,,UNKNOWN,NOT_RUN,False,negative total R (-5978.25),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (reversal_4h_zscore). Run on central simulation.,0,0,0,2,,LOW,negative total R (-5978.25)
fs_proxy_reversal_1h_zscore_SWING_PROXY_1H_long,reversal_1h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SWING_PROXY_1H,mean_reversion,REJECT,-0.118413,,0.062,53993,0.4299,,,UNKNOWN,NOT_RUN,False,negative total R (-6393.46),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (reversal_1h_zscore). Run on central simulation.,0,0,0,2,,LOW,negative total R (-6393.46)
fs_proxy_range_zscore_SCALP_1H_SLOW_long,range_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,volatility,REJECT,-0.179998,,0.062,44306,0.4245,,,UNKNOWN,NOT_RUN,False,negative total R (-7975.00),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (range_zscore). Run on central simulation.,0,0,0,2,,LOW,negative total R (-7975.00)
fs_proxy_volume_zscore_SCALP_1H_SLOW_long,volume_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,volume,REJECT,-0.193609,,0.062,44427,0.4163,,,UNKNOWN,NOT_RUN,False,negative total R (-8601.48),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (volume_zscore). Run on central simulation.,0,0,0,2,,LOW,negative total R (-8601.48)
fs_proxy_ret_24h_rank_SCALP_1H_SLOW_long,ret_24h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,momentum,REJECT,-0.146691,,0.062,58981,0.4277,,,UNKNOWN,NOT_RUN,False,negative total R (-8652.01),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (ret_24h_rank). Run on central simulation.,0,0,0,2,,LOW,negative total R (-8652.01)
fs_proxy_trend_pullback_ema_SCALP_1H_SLOW_long,trend_pullback_ema,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,trend,REJECT,-0.150066,,0.062,60018,0.4257,,,UNKNOWN,NOT_RUN,False,negative total R (-9006.67),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (trend_pullback_ema). Run on central simulation.,0,0,0,2,,LOW,negative total R (-9006.67)
fs_proxy_ret_12h_rank_SCALP_1H_SLOW_long,ret_12h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,momentum,REJECT,-0.148935,,0.062,64230,0.427,,,UNKNOWN,NOT_RUN,False,negative total R (-9566.08),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (ret_12h_rank). Run on central simulation.,0,0,0,2,,LOW,negative total R (-9566.08)
fs_proxy_breakdown_n_low_SCALP_1H_SLOW_short,breakdown_n_low,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,breakout,REJECT,-0.167952,,0.062,62387,0.4286,,,UNKNOWN,NOT_RUN,False,negative total R (-10478.03),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (breakdown_n_low). Run on central simulation.,0,0,0,2,,LOW,negative total R (-10478.03)
fs_proxy_breakout_n_high_SCALP_1H_SLOW_long,breakout_n_high,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,breakout,REJECT,-0.167029,,0.062,62777,0.4244,,,UNKNOWN,NOT_RUN,False,negative total R (-10485.60),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (breakout_n_high). Run on central simulation.,0,0,0,2,,LOW,negative total R (-10485.60)
fs_proxy_ret_4h_rank_SCALP_1H_SLOW_long,ret_4h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,momentum,REJECT,-0.15059,,0.062,73154,0.4263,,,UNKNOWN,NOT_RUN,False,negative total R (-11016.28),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (ret_4h_rank). Run on central simulation.,0,0,0,2,,LOW,negative total R (-11016.28)
fs_proxy_reversal_4h_zscore_SCALP_1H_SLOW_long,reversal_4h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,mean_reversion,REJECT,-0.151652,,0.062,73751,0.4311,,,UNKNOWN,NOT_RUN,False,negative total R (-11184.52),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (reversal_4h_zscore). Run on central simulation.,0,0,0,2,,LOW,negative total R (-11184.52)
fs_proxy_reversal_1h_zscore_SCALP_1H_SLOW_long,reversal_1h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,mean_reversion,REJECT,-0.154076,,0.062,79577,0.4287,,,UNKNOWN,NOT_RUN,False,negative total R (-12260.93),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (reversal_1h_zscore). Run on central simulation.,0,0,0,2,,LOW,negative total R (-12260.93)
fs_proxy_ret_24h_rank_SCALP_1H_FAST_long,ret_24h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,momentum,REJECT,-0.14723,,0.062,83432,0.4102,,,UNKNOWN,NOT_RUN,False,negative total R (-12283.71),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (ret_24h_rank). Run on central simulation.,0,0,0,2,,LOW,negative total R (-12283.71)
fs_proxy_ret_1h_rank_SCALP_1H_SLOW_long,ret_1h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_SLOW,momentum,REJECT,-0.155386,,0.062,79584,0.4254,,,UNKNOWN,NOT_RUN,False,negative total R (-12366.20),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (ret_1h_rank). Run on central simulation.,0,0,0,2,,LOW,negative total R (-12366.20)
fs_proxy_range_zscore_SCALP_1H_FAST_long,range_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,volatility,REJECT,-0.180339,,0.062,68647,0.4007,,,UNKNOWN,NOT_RUN,False,negative total R (-12379.74),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (range_zscore). Run on central simulation.,0,0,0,2,,LOW,negative total R (-12379.74)
fs_proxy_trend_pullback_ema_SCALP_1H_FAST_long,trend_pullback_ema,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,trend,REJECT,-0.150876,,0.062,84207,0.4058,,,UNKNOWN,NOT_RUN,False,negative total R (-12704.82),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (trend_pullback_ema). Run on central simulation.,0,0,0,2,,LOW,negative total R (-12704.82)
fs_proxy_ret_12h_rank_SCALP_1H_FAST_long,ret_12h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,momentum,REJECT,-0.145588,,0.062,89033,0.4117,,,UNKNOWN,NOT_RUN,False,negative total R (-12962.10),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (ret_12h_rank). Run on central simulation.,0,0,0,2,,LOW,negative total R (-12962.10)
fs_proxy_volume_zscore_SCALP_1H_FAST_long,volume_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,volume,REJECT,-0.18912,,0.062,68670,0.3951,,,UNKNOWN,NOT_RUN,False,negative total R (-12986.85),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (volume_zscore). Run on central simulation.,0,0,0,2,,LOW,negative total R (-12986.85)
fs_proxy_breakdown_n_low_SCALP_1H_FAST_short,breakdown_n_low,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,breakout,REJECT,-0.164454,,0.062,86989,0.4173,,,UNKNOWN,NOT_RUN,False,negative total R (-14305.68),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (breakdown_n_low). Run on central simulation.,0,0,0,2,,LOW,negative total R (-14305.68)
fs_proxy_breakout_n_high_SCALP_1H_FAST_long,breakout_n_high,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,breakout,REJECT,-0.163903,,0.062,87774,0.41,,,UNKNOWN,NOT_RUN,False,negative total R (-14386.45),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (breakout_n_high). Run on central simulation.,0,0,0,2,,LOW,negative total R (-14386.45)
fs_proxy_ret_4h_rank_SCALP_1H_FAST_long,ret_4h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,momentum,REJECT,-0.151913,,0.062,99578,0.4069,,,UNKNOWN,NOT_RUN,False,negative total R (-15127.22),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (ret_4h_rank). Run on central simulation.,0,0,0,2,,LOW,negative total R (-15127.22)
fs_proxy_reversal_4h_zscore_SCALP_1H_FAST_long,reversal_4h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,mean_reversion,REJECT,-0.152772,,0.062,100581,0.4183,,,UNKNOWN,NOT_RUN,False,negative total R (-15366.00),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (reversal_4h_zscore). Run on central simulation.,0,0,0,2,,LOW,negative total R (-15366.00)
fs_proxy_ret_1h_rank_SCALP_1H_FAST_long,ret_1h_rank,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,momentum,REJECT,-0.154088,,0.062,111296,0.407,,,UNKNOWN,NOT_RUN,False,negative total R (-17149.41),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (ret_1h_rank). Run on central simulation.,0,0,0,2,,LOW,negative total R (-17149.41)
fs_proxy_reversal_1h_zscore_SCALP_1H_FAST_long,reversal_1h_zscore,reports/ALPHA_INVENTORY_FULL.csv,SCALP_1H_FAST,mean_reversion,REJECT,-0.153727,,0.062,111643,0.4157,,,UNKNOWN,NOT_RUN,False,negative total R (-17162.58),,UNKNOWN,False,False,False,False,False,UNKNOWN,RETEST_REQUIRED,Proxy sim only (reversal_1h_zscore). Run on central simulation.,0,0,0,2,,LOW,negative total R (-17162.58)
